field,type,example
threat_indicator_file_attributes,keyword,"[""readonly"", ""system""]"
threat_indicator_file_code_signature_digest_algorithm,keyword,sha256
threat_indicator_file_code_signature_exists,boolean,true
threat_indicator_file_code_signature_flags,keyword,570522385
threat_indicator_file_code_signature_signing_id,keyword,com.apple.xpc.proxy
threat_indicator_file_code_signature_status,keyword,ERROR_UNTRUSTED_ROOT
threat_indicator_file_code_signature_subject_name,keyword,Microsoft Corporation
threat_indicator_file_code_signature_team_id,keyword,EQHXZ8M8AV
threat_indicator_file_code_signature_thumbprint_sha256,keyword,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b
threat_indicator_file_code_signature_timestamp,date,2021-01-01T12:10:30Z
threat_indicator_file_code_signature_trusted,boolean,true
threat_indicator_file_code_signature_valid,boolean,true
threat_indicator_file_created,date,
threat_indicator_file_ctime,date,
threat_indicator_file_device,keyword,sda
threat_indicator_file_directory,keyword,/home/alice
threat_indicator_file_drive_letter,keyword,C
threat_indicator_file_elf_architecture,keyword,x86-64
threat_indicator_file_elf_byte_order,keyword,Little Endian
threat_indicator_file_elf_cpu_type,keyword,Intel
threat_indicator_file_elf_creation_date,date,
threat_indicator_file_elf_exports,flattened,
threat_indicator_file_elf_go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491
threat_indicator_file_elf_go_imports,flattened,
threat_indicator_file_elf_go_imports_names_entropy,long,
threat_indicator_file_elf_go_imports_names_var_entropy,long,
threat_indicator_file_elf_go_stripped,boolean,
threat_indicator_file_elf_header_abi_version,keyword,
threat_indicator_file_elf_header_class,keyword,
threat_indicator_file_elf_header_data,keyword,
threat_indicator_file_elf_header_entrypoint,long,
threat_indicator_file_elf_header_object_version,keyword,
threat_indicator_file_elf_header_os_abi,keyword,
threat_indicator_file_elf_header_type,keyword,
threat_indicator_file_elf_header_version,keyword,
threat_indicator_file_elf_import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e
threat_indicator_file_elf_imports,flattened,
threat_indicator_file_elf_imports_names_entropy,long,
threat_indicator_file_elf_imports_names_var_entropy,long,
threat_indicator_file_elf_sections,nested,
threat_indicator_file_elf_sections_chi2,long,
threat_indicator_file_elf_sections_entropy,long,
threat_indicator_file_elf_sections_flags,keyword,
threat_indicator_file_elf_sections_name,keyword,
threat_indicator_file_elf_sections_physical_offset,keyword,
threat_indicator_file_elf_sections_physical_size,long,
threat_indicator_file_elf_sections_type,keyword,
threat_indicator_file_elf_sections_var_entropy,long,
threat_indicator_file_elf_sections_virtual_address,long,
threat_indicator_file_elf_sections_virtual_size,long,
threat_indicator_file_elf_segments,nested,
threat_indicator_file_elf_segments_sections,keyword,
threat_indicator_file_elf_segments_type,keyword,
threat_indicator_file_elf_shared_libraries,keyword,
threat_indicator_file_elf_telfhash,keyword,
threat_indicator_file_extension,keyword,png
threat_indicator_file_fork_name,keyword,Zone.Identifer
threat_indicator_file_gid,keyword,1001
threat_indicator_file_group,keyword,alice
threat_indicator_file_hash_cdhash,keyword,3783b4052fd474dbe30676b45c329e7a6d44acd9
threat_indicator_file_hash_md5,keyword,
threat_indicator_file_hash_sha1,keyword,
threat_indicator_file_hash_sha256,keyword,
threat_indicator_file_hash_sha384,keyword,
threat_indicator_file_hash_sha512,keyword,
threat_indicator_file_hash_ssdeep,keyword,
threat_indicator_file_hash_tlsh,keyword,
threat_indicator_file_inode,keyword,256383
threat_indicator_file_mime_type,keyword,
threat_indicator_file_mode,keyword,0640
threat_indicator_file_mtime,date,
threat_indicator_file_name,keyword,example.png
threat_indicator_file_origin_referrer_url,keyword,http://example.com/article1.html
threat_indicator_file_origin_url,keyword,http://example.com/imgs/article1_img1.jpg
threat_indicator_file_owner,keyword,alice
threat_indicator_file_path,keyword,/home/alice/example.png
threat_indicator_file_path_text,match_only_text,/home/alice/example.png
threat_indicator_file_pe_architecture,keyword,x64
threat_indicator_file_pe_company,keyword,Microsoft Corporation
threat_indicator_file_pe_description,keyword,Paint
threat_indicator_file_pe_file_version,keyword,6.3.9600.17415
threat_indicator_file_pe_go_import_hash,keyword,10bddcb4cee42080f76c88d9ff964491
threat_indicator_file_pe_go_imports,flattened,
threat_indicator_file_pe_go_imports_names_entropy,long,
threat_indicator_file_pe_go_imports_names_var_entropy,long,
threat_indicator_file_pe_go_stripped,boolean,
threat_indicator_file_pe_imphash,keyword,0c6803c4e922103c4dca5963aad36ddf
threat_indicator_file_pe_import_hash,keyword,d41d8cd98f00b204e9800998ecf8427e
threat_indicator_file_pe_imports,flattened,
threat_indicator_file_pe_imports_names_entropy,long,
threat_indicator_file_pe_imports_names_var_entropy,long,
threat_indicator_file_pe_original_file_name,keyword,MSPAINT.EXE
threat_indicator_file_pe_pehash,keyword,73ff189b63cd6be375a7ff25179a38d347651975
threat_indicator_file_pe_product,keyword,Microsoft® Windows® Operating System
threat_indicator_file_pe_sections,nested,
threat_indicator_file_pe_sections_entropy,long,
threat_indicator_file_pe_sections_name,keyword,
threat_indicator_file_pe_sections_physical_size,long,
threat_indicator_file_pe_sections_var_entropy,long,
threat_indicator_file_pe_sections_virtual_size,long,
threat_indicator_file_size,long,16384
threat_indicator_file_target_path,keyword,
threat_indicator_file_target_path_text,match_only_text,
threat_indicator_file_type,keyword,file
threat_indicator_file_uid,keyword,1001
threat_indicator_file_x509_alternative_names,keyword,*.binaryflux.ai
threat_indicator_file_x509_issuer_common_name,keyword,Example SHA2 High Assurance Server CA
threat_indicator_file_x509_issuer_country,keyword,US
threat_indicator_file_x509_issuer_distinguished_name,keyword,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA"
threat_indicator_file_x509_issuer_locality,keyword,Mountain View
threat_indicator_file_x509_issuer_organization,keyword,Example Inc
threat_indicator_file_x509_issuer_organizational_unit,keyword,www.example.com
threat_indicator_file_x509_issuer_state_or_province,keyword,California
threat_indicator_file_x509_not_after,date,2020-07-16T03:15:39Z
threat_indicator_file_x509_not_before,date,2019-08-16T01:40:25Z
threat_indicator_file_x509_public_key_algorithm,keyword,RSA
threat_indicator_file_x509_public_key_curve,keyword,nistp521
threat_indicator_file_x509_public_key_exponent,long,65537
threat_indicator_file_x509_public_key_size,long,2048
threat_indicator_file_x509_serial_number,keyword,55FBB9C7DEBF09809D12CCAA
threat_indicator_file_x509_signature_algorithm,keyword,SHA256-RSA
threat_indicator_file_x509_subject_common_name,keyword,shared.global.example.net
threat_indicator_file_x509_subject_country,keyword,US
threat_indicator_file_x509_subject_distinguished_name,keyword,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net"
threat_indicator_file_x509_subject_locality,keyword,San Francisco
threat_indicator_file_x509_subject_organization,keyword,"Example, Inc."
threat_indicator_file_x509_subject_organizational_unit,keyword,
threat_indicator_file_x509_subject_state_or_province,keyword,California
threat_indicator_file_x509_version_number,keyword,3
threat_indicator_first_seen,date,2020-11-05T17:25:47.000Z
threat_indicator_geo_city_name,keyword,Montreal
threat_indicator_geo_continent_code,keyword,
threat_indicator_geo_continent_name,keyword,North America
threat_indicator_geo_country_iso_code,keyword,CA
threat_indicator_geo_country_name,keyword,Canada
threat_indicator_geo_location,geo_point,"{ ""lon"": -73.614830, ""lat"": 45.505918 }"
threat_indicator_geo_name,keyword,boston-dc
threat_indicator_geo_postal_code,keyword,94040
threat_indicator_geo_region_iso_code,keyword,CA-QC
threat_indicator_geo_region_name,keyword,Quebec
threat_indicator_geo_timezone,keyword,America/Argentina/Buenos_Aires
threat_indicator_id,keyword,[indicator--d7008e06-ab86-415a-9803-3c81ce2d3c37]
threat_indicator_ip,ip,1.2.3.4
threat_indicator_last_seen,date,2020-11-05T17:25:47.000Z
threat_indicator_marking_tlp,keyword,CLEAR
threat_indicator_marking_tlp_version,keyword,2.0
threat_indicator_modified_at,date,2020-11-05T17:25:47.000Z
threat_indicator_name,keyword,5.2.75.227
threat_indicator_port,long,443
threat_indicator_provider,keyword,lrz_urlhaus
threat_indicator_reference,keyword,https://system.example.com/indicator/0001234
threat_indicator_registry_data_bytes,keyword,ZQBuAC0AVQBTAAAAZQBuAAAAAAA=
threat_indicator_registry_data_strings,wildcard,"[""C:\rta\red_ttp\bin\myapp.exe""]"
threat_indicator_registry_data_type,keyword,REG_SZ
threat_indicator_registry_hive,keyword,HKLM
threat_indicator_registry_key,keyword,SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe
threat_indicator_registry_path,keyword,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winword.exe\Debugger
threat_indicator_registry_value,keyword,Debugger
threat_indicator_scanner_stats,long,4
threat_indicator_sightings,long,20
threat_indicator_type,keyword,ipv4-addr
threat_indicator_url_domain,keyword,www.binaryflux.ai
threat_indicator_url_extension,keyword,png
threat_indicator_url_fragment,keyword,
threat_indicator_url_full,wildcard,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top
threat_indicator_url_full_text,match_only_text,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top
threat_indicator_url_original,wildcard,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top or /search?q=binaryfluxsearch
threat_indicator_url_original_text,match_only_text,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top or /search?q=binaryfluxsearch
threat_indicator_url_password,keyword,
threat_indicator_url_path,wildcard,
threat_indicator_url_port,long,443
threat_indicator_url_query,keyword,
threat_indicator_url_registered_domain,keyword,example.com
threat_indicator_url_scheme,keyword,https
threat_indicator_url_subdomain,keyword,east
threat_indicator_url_top_level_domain,keyword,co.uk
threat_indicator_url_username,keyword,
threat_indicator_x509_alternative_names,keyword,*.binaryflux.ai
threat_indicator_x509_issuer_common_name,keyword,Example SHA2 High Assurance Server CA
threat_indicator_x509_issuer_country,keyword,US
threat_indicator_x509_issuer_distinguished_name,keyword,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA"
threat_indicator_x509_issuer_locality,keyword,Mountain View
threat_indicator_x509_issuer_organization,keyword,Example Inc
threat_indicator_x509_issuer_organizational_unit,keyword,www.example.com
threat_indicator_x509_issuer_state_or_province,keyword,California
threat_indicator_x509_not_after,date,2020-07-16T03:15:39Z
threat_indicator_x509_not_before,date,2019-08-16T01:40:25Z
threat_indicator_x509_public_key_algorithm,keyword,RSA
threat_indicator_x509_public_key_curve,keyword,nistp521
threat_indicator_x509_public_key_exponent,long,65537
threat_indicator_x509_public_key_size,long,2048
threat_indicator_x509_serial_number,keyword,55FBB9C7DEBF09809D12CCAA
threat_indicator_x509_signature_algorithm,keyword,SHA256-RSA
threat_indicator_x509_subject_common_name,keyword,shared.global.example.net
threat_indicator_x509_subject_country,keyword,US
threat_indicator_x509_subject_distinguished_name,keyword,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net"
threat_indicator_x509_subject_locality,keyword,San Francisco
threat_indicator_x509_subject_organization,keyword,"Example, Inc."
threat_indicator_x509_subject_organizational_unit,keyword,
threat_indicator_x509_subject_state_or_province,keyword,California
threat_indicator_x509_version_number,keyword,3
threat_software_alias,keyword,"[ ""X-Agent"" ]"
threat_software_id,keyword,S0552
threat_software_name,keyword,AdFind
threat_software_platforms,keyword,"[ ""Windows"" ]"
threat_software_reference,keyword,https://attack.mitre.org/software/S0552/
threat_software_type,keyword,Tool
threat_tactic_id,keyword,TA0002
threat_tactic_name,keyword,Execution
threat_tactic_reference,keyword,https://attack.mitre.org/tactics/TA0002/
threat_technique_id,keyword,T1059
threat_technique_name,keyword,Command and Scripting Interpreter
threat_technique_name_text,match_only_text,Command and Scripting Interpreter
threat_technique_reference,keyword,https://attack.mitre.org/techniques/T1059/
threat_technique_subtechnique_id,keyword,T1059.001
threat_technique_subtechnique_name,keyword,PowerShell
threat_technique_subtechnique_name_text,match_only_text,PowerShell
threat_technique_subtechnique_reference,keyword,https://attack.mitre.org/techniques/T1059/001/
tls_cipher,keyword,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256
tls_client_certificate,keyword,MII...
tls_client_certificate_chain,keyword,"[""MII..."", ""MII...""]"
tls_client_hash_md5,keyword,0F76C7F2C55BFD7D8E8B8F4BFBF0C9EC
tls_client_hash_sha1,keyword,9E393D93138888D288266C2D915214D1D1CCEB2A
tls_client_hash_sha256,keyword,0687F666A054EF17A08E2F2162EAB4CBC0D265E1D7875BE74BF3C712CA92DAF0
tls_client_issuer,keyword,"CN=Example Root CA, OU=Infrastructure Team, DC=example, DC=com"
tls_client_ja3,keyword,d4e5b18d6b55c71272893221c96ba240
tls_client_not_after,date,2021-01-01T00:00:00.000Z
tls_client_not_before,date,1970-01-01T00:00:00.000Z
tls_client_server_name,keyword,www.binaryflux.ai
tls_client_subject,keyword,"CN=myclient, OU=Documentation Team, DC=example, DC=com"
tls_client_supported_ciphers,keyword,"[""TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384"", ""TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384"", ""...""]"
tls_client_x509_alternative_names,keyword,*.binaryflux.ai
tls_client_x509_issuer_common_name,keyword,Example SHA2 High Assurance Server CA
tls_client_x509_issuer_country,keyword,US
tls_client_x509_issuer_distinguished_name,keyword,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA"
tls_client_x509_issuer_locality,keyword,Mountain View
tls_client_x509_issuer_organization,keyword,Example Inc
tls_client_x509_issuer_organizational_unit,keyword,www.example.com
tls_client_x509_issuer_state_or_province,keyword,California
tls_client_x509_not_after,date,2020-07-16T03:15:39Z
tls_client_x509_not_before,date,2019-08-16T01:40:25Z
tls_client_x509_public_key_algorithm,keyword,RSA
tls_client_x509_public_key_curve,keyword,nistp521
tls_client_x509_public_key_exponent,long,65537
tls_client_x509_public_key_size,long,2048
tls_client_x509_serial_number,keyword,55FBB9C7DEBF09809D12CCAA
tls_client_x509_signature_algorithm,keyword,SHA256-RSA
tls_client_x509_subject_common_name,keyword,shared.global.example.net
tls_client_x509_subject_country,keyword,US
tls_client_x509_subject_distinguished_name,keyword,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net"
tls_client_x509_subject_locality,keyword,San Francisco
tls_client_x509_subject_organization,keyword,"Example, Inc."
tls_client_x509_subject_organizational_unit,keyword,
tls_client_x509_subject_state_or_province,keyword,California
tls_client_x509_version_number,keyword,3
tls_curve,keyword,secp256r1
tls_established,boolean,
tls_next_protocol,keyword,http/1.1
tls_resumed,boolean,
tls_server_certificate,keyword,MII...
tls_server_certificate_chain,keyword,"[""MII..."", ""MII...""]"
tls_server_hash_md5,keyword,0F76C7F2C55BFD7D8E8B8F4BFBF0C9EC
tls_server_hash_sha1,keyword,9E393D93138888D288266C2D915214D1D1CCEB2A
tls_server_hash_sha256,keyword,0687F666A054EF17A08E2F2162EAB4CBC0D265E1D7875BE74BF3C712CA92DAF0
tls_server_issuer,keyword,"CN=Example Root CA, OU=Infrastructure Team, DC=example, DC=com"
tls_server_ja3s,keyword,394441ab65754e2207b1e1b457b3641d
tls_server_not_after,date,2021-01-01T00:00:00.000Z
tls_server_not_before,date,1970-01-01T00:00:00.000Z
tls_server_subject,keyword,"CN=www.example.com, OU=Infrastructure Team, DC=example, DC=com"
tls_server_x509_alternative_names,keyword,*.binaryflux.ai
tls_server_x509_issuer_common_name,keyword,Example SHA2 High Assurance Server CA
tls_server_x509_issuer_country,keyword,US
tls_server_x509_issuer_distinguished_name,keyword,"C=US, O=Example Inc, OU=www.example.com, CN=Example SHA2 High Assurance Server CA"
tls_server_x509_issuer_locality,keyword,Mountain View
tls_server_x509_issuer_organization,keyword,Example Inc
tls_server_x509_issuer_organizational_unit,keyword,www.example.com
tls_server_x509_issuer_state_or_province,keyword,California
tls_server_x509_not_after,date,2020-07-16T03:15:39Z
tls_server_x509_not_before,date,2019-08-16T01:40:25Z
tls_server_x509_public_key_algorithm,keyword,RSA
tls_server_x509_public_key_curve,keyword,nistp521
tls_server_x509_public_key_exponent,long,65537
tls_server_x509_public_key_size,long,2048
tls_server_x509_serial_number,keyword,55FBB9C7DEBF09809D12CCAA
tls_server_x509_signature_algorithm,keyword,SHA256-RSA
tls_server_x509_subject_common_name,keyword,shared.global.example.net
tls_server_x509_subject_country,keyword,US
tls_server_x509_subject_distinguished_name,keyword,"C=US, ST=California, L=San Francisco, O=Example, Inc., CN=shared.global.example.net"
tls_server_x509_subject_locality,keyword,San Francisco
tls_server_x509_subject_organization,keyword,"Example, Inc."
tls_server_x509_subject_organizational_unit,keyword,
tls_server_x509_subject_state_or_province,keyword,California
tls_server_x509_version_number,keyword,3
tls_version,keyword,1.2
tls_version_protocol,keyword,tls
trace_id,keyword,4bf92f3577b34da6a3ce929d0e0e4736
transaction_id,keyword,00f067aa0ba902b7
url_domain,keyword,www.binaryflux.ai
url_extension,keyword,png
url_fragment,keyword,
url_full,wildcard,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top
url_full_text,match_only_text,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top
url_original,wildcard,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top or /search?q=binaryfluxsearch
url_original_text,match_only_text,https://www.binaryflux.ai:443/search?q=binaryfluxsearch#top or /search?q=binaryfluxsearch
url_password,keyword,
url_path,wildcard,
url_port,long,443
url_query,keyword,
url_registered_domain,keyword,example.com
url_scheme,keyword,https
url_subdomain,keyword,east
url_top_level_domain,keyword,co.uk
url_username,keyword,
user_changes_domain,keyword,
user_changes_email,keyword,
user_changes_full_name,keyword,Albert Einstein
user_changes_full_name_text,match_only_text,Albert Einstein
user_changes_group_domain,keyword,
user_changes_group_id,keyword,
user_changes_group_name,keyword,
user_changes_hash,keyword,
user_changes_id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000
user_changes_name,keyword,a.einstein
user_changes_name_text,match_only_text,a.einstein
user_changes_roles,keyword,"[""kibana_admin"", ""reporting_user""]"
user_domain,keyword,
user_effective_domain,keyword,
user_effective_email,keyword,
user_effective_full_name,keyword,Albert Einstein
user_effective_full_name_text,match_only_text,Albert Einstein
user_effective_group_domain,keyword,
user_effective_group_id,keyword,
user_effective_group_name,keyword,
user_effective_hash,keyword,
user_effective_id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000
user_effective_name,keyword,a.einstein
user_effective_name_text,match_only_text,a.einstein
user_effective_roles,keyword,"[""kibana_admin"", ""reporting_user""]"
user_email,keyword,
user_full_name,keyword,Albert Einstein
user_full_name_text,match_only_text,Albert Einstein
user_group_domain,keyword,
user_group_id,keyword,
user_group_name,keyword,
user_hash,keyword,
user_id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000
user_name,keyword,a.einstein
user_name_text,match_only_text,a.einstein
user_risk_calculated_level,keyword,High
user_risk_calculated_score,float,880.73
user_risk_calculated_score_norm,float,88.73
user_risk_static_level,keyword,High
user_risk_static_score,float,830.0
user_risk_static_score_norm,float,83.0
user_roles,keyword,"[""kibana_admin"", ""reporting_user""]"
user_target_domain,keyword,
user_target_email,keyword,
user_target_full_name,keyword,Albert Einstein
user_target_full_name_text,match_only_text,Albert Einstein
user_target_group_domain,keyword,
user_target_group_id,keyword,
user_target_group_name,keyword,
user_target_hash,keyword,
user_target_id,keyword,S-1-5-21-202424912787-2692429404-2351956786-1000
user_target_name,keyword,a.einstein
user_target_name_text,match_only_text,a.einstein
user_target_roles,keyword,"[""kibana_admin"", ""reporting_user""]"
user_agent_device_name,keyword,iPhone
user_agent_name,keyword,Safari
user_agent_original,keyword,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
user_agent_original_text,match_only_text,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"
user_agent_os_family,keyword,debian
user_agent_os_full,keyword,Mac OS Mojave
user_agent_os_full_text,match_only_text,Mac OS Mojave
user_agent_os_kernel,keyword,4.4.0-112-generic
user_agent_os_name,keyword,Mac OS X
user_agent_os_name_text,match_only_text,Mac OS X
user_agent_os_platform,keyword,darwin
user_agent_os_type,keyword,macos
user_agent_os_version,keyword,10.14.1
user_agent_version,keyword,12.0
volume_bus_type,keyword,FileBackedVirtual
volume_default_access,keyword,
volume_device_name,keyword,
volume_device_type,keyword,CD-ROM File System
volume_dos_name,keyword,E:
volume_file_system_type,keyword,
volume_mount_name,keyword,
volume_nt_name,keyword,\Device\Cdrom1
volume_product_id,keyword,
volume_product_name,keyword,Virtual DVD-ROM
volume_removable,boolean,
volume_serial_number,keyword,
volume_size,long,
volume_vendor_id,keyword,
volume_vendor_name,keyword,Msft
volume_writable,boolean,
vulnerability_category,keyword,"[""Firewall""]"
vulnerability_classification,keyword,CVSS
vulnerability_description,keyword,"In macOS before 2.12.6, there is a vulnerability in the RPC..."
vulnerability_description_text,match_only_text,"In macOS before 2.12.6, there is a vulnerability in the RPC..."
vulnerability_enumeration,keyword,CVE
vulnerability_id,keyword,CVE-2019-00001
vulnerability_reference,keyword,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-6111
vulnerability_report_id,keyword,20191018.0001
vulnerability_scanner_vendor,keyword,Tenable
vulnerability_score_base,float,5.5
vulnerability_score_environmental,float,5.5
vulnerability_score_temporal,float,
vulnerability_score_version,keyword,2.0
vulnerability_severity,keyword,Critical
